,Name,Email,Address,Postal Code,Product Ordered,Order ID,Order Date,Units Ordered,Fulfillment Days,Delivery Delay Days,Return Status,is_missing_Order ID,Bulk Order Flag,is_missing_Fulfillment Days,is_missing_Delivery Delay Days
144,Amanda Snyder,ksaunders@example.net,"Unit 2053 Box 6062
DPO AA 58088",81518,SKU-BTM-016-L,ORD-326,2025-08-20,4,1.0,-3.0,1,0,False,0,0
145,John Davis,aball@example.com,"691 Brian Bridge
Lake Cody, MT 60305",97328,SKU-FOT-017-S,ORD-408,2025-08-02,3,15.0,-5.0,0,0,False,0,0
146,Martin Ward,wilsoncarrie@example.net,"USS Campbell
FPO AA 12028",25711,SKU-ONP-006-L,None,2025-08-27,3,10.0,0.0,1,1,False,0,1
147,Matthew Soto,orozcokyle@example.org,"340 Houston Mission
Heidibury, IN 31134",94718,SKU-TOP-007-S,ORD-103,2025-08-09,5,17.0,-1.0,1,0,False,0,0
148,Steven Munoz,campbellfelicia@example.net,"920 Anthony Square
Christianville, CO 32831",97492,SKU-ONP-011-S,ORD-054,2025-08-08,1,4.0,5.0,0,0,False,0,0
149,Tim Anderson,guerrerostephanie@example.com,"5593 Danielle Greens
South Julie, IA 08807",47160,SKU-ONP-003-M,ORD-405,2025-08-30,5,23.0,6.0,0,0,False,0,0
150,Helen Combs,amy88@example.org,"369 Bates Passage Apt. 875
East Carrie, MO 54366",37354,SKU-ONP-002-M,ORD-361,2025-08-30,2,3.0,-1.0,0,0,False,0,0
151,Melissa May,william25@example.net,"87654 Kennedy Junctions Suite 920
South Jeremymouth, WY 01277",14636,SKU-BTM-016-S,ORD-952,2025-08-18,2,18.0,1.0,1,0,False,0,0
152,Charles Ho,ifischer@example.net,"2961 Taylor Hollow Suite 914
Rebeccaland, FM 08289",79224,SKU-ONP-011-S,ORD-149,2025-08-21,2,5.0,-5.0,0,0,False,0,0
153,Lori Grant,ierickson@example.net,"896 Ellis Stravenue Suite 431
North Lori, NH 19133",49452,SKU-ONP-002-S,ORD-987,2025-08-12,2,18.0,0.0,0,0,False,0,0
154,Sarah Moore,charles54@example.net,"60420 Robert Pine Apt. 614
Clarkton, PA 41298",40850,SKU-BTM-004-S,ORD-507,2025-08-28,3,10.0,2.0,0,0,False,0,0
155,Diana Lewis,zwerner@example.net,"62191 Jackson Port
Joneschester, NJ 08685",36824,SKU-ONP-003-L,ORD-187,2025-08-04,1,2.0,-3.0,1,0,False,0,0
156,Michelle Clark,evansthomas@example.com,"398 Theresa Streets Apt. 543
North Kaylahaven, MP 96553",71922,SKU-TOP-014-M,ORD-850,2025-08-09,2,10.0,-2.0,0,0,False,0,0
157,Brandon Parker,andre41@example.org,"15350 Reilly Oval
North Catherine, GU 68432",65525,SKU-ONP-003-L,ORD-069,2025-08-10,4,24.0,5.0,0,0,False,0,0
158,Marc Simmons,fisherrichard@example.com,"2013 Hale Crest Apt. 883
Lake Ericaville, ND 38295",15176,SKU-ONP-006-M,ORD-676,2025-08-03,3,2.0,-3.0,0,0,False,0,0
159,Abigail Pierce,jennifer22@example.org,"644 Alexa Shoal Suite 704
Matthewville, PA 36839",45935,SKU-ACC-013-L,ORD-935,2025-08-08,3,5.0,-5.0,0,0,False,0,0
160,Sandra Hunt,jamieburke@example.org,"Unit 7002 Box 3345
DPO AP 29349",97711,SKU-TOP-007-S,None,2025-08-25,1,5.0,7.0,0,1,False,0,0
161,Jeffrey Williams,drussell@example.net,"42467 Ryan Creek Suite 614
New Lauramouth, AL 61031",79860,SKU-TOP-001-M,ORD-960,2025-08-09,4,11.0,0.0,1,0,False,0,0
162,Nicole Fields,vincent94@example.org,"105 Richard Overpass
Youngmouth, MO 65234",95959,SKU-TOP-012-M,ORD-600,2025-08-12,1,9.0,0.0,1,0,False,0,0
163,James Parker,brittany58@example.org,"015 Watkins Dale Apt. 453
West Maryborough, ND 50976",95799,SKU-BTM-016-L,ORD-647,2025-08-02,5,14.0,5.0,0,0,False,1,0
164,David Morrison,rangelpreston@example.net,"12085 Howard Shoal
Lake Jacob, UT 20368",69720,SKU-ONP-003-S,ORD-207,2025-08-19,5,20.0,1.0,0,0,False,0,0
165,Jamie Sullivan,ygoodwin@example.org,"11271 Chad Roads Suite 122
Jamesport, LA 38327",29410,SKU-ONP-009-M,ORD-859,2025-08-09,3,24.0,8.0,0,0,False,0,0
166,Bradley Williams,ggriffin@example.org,"PSC 1781, Box 0555
APO AA 95590",68911,SKU-TOP-001-L,ORD-708,2025-08-27,5,5.0,0.0,0,0,False,0,0
167,Jonathan Davis,jeffery58@example.com,"261 Amanda Expressway Apt. 530
West Mitchellhaven, CO 61457",04070,SKU-ACC-015-L,ORD-329,2025-08-16,3,5.0,-3.0,0,0,False,0,0
168,Denise Carroll,john71@example.net,"53505 Lisa Wall Apt. 142
North Susan, MN 03712",04421,SKU-TOP-001-S,ORD-164,2025-08-19,4,13.0,-1.0,0,0,False,0,0
169,Seth Diaz,leslieandrews@example.org,"40195 Tonya Lodge
West Wendy, NJ 86606",31979,SKU-BTM-004-M,ORD-513,2025-08-15,5,16.0,5.0,0,0,False,0,0
170,Tyler Knapp,hughesbrandon@example.com,"3142 Ricky Heights Suite 799
Williamhaven, IA 66103",90130,SKU-ONP-011-S,ORD-999,2025-08-26,3,15.0,-3.0,0,0,False,0,0
171,Michael James,johnsonkrystal@example.com,"8679 Sutton Mission Suite 087
South Katieton, VA 94958",88022,SKU-ONP-006-L,ORD-355,2025-08-08,2,25.0,2.0,0,0,False,0,0
172,Christopher Andrade,patriciabarnes@example.org,"82470 Monica Shoals Apt. 029
New Monica, NV 68276",74129,SKU-ONP-011-S,ORD-125,2025-08-19,2,16.0,2.0,1,0,False,0,0
173,Philip Best,kcole@example.org,"Unit 2424 Box 8097
DPO AP 54334",72027,SKU-TOP-012-L,ORD-552,2025-08-22,4,7.0,-4.0,1,0,False,0,0
174,Beth Morris,bradyjessica@example.com,"63958 Marissa Parkways Suite 928
East Jillport, OK 16726",88950,SKU-BTM-008-S,ORD-502,2025-08-24,2,15.0,4.0,1,0,False,0,0
175,Veronica Preston,joshuabaker@example.com,"4349 Brown Run
West Teresaside, FL 96113",13759,SKU-BTM-008-S,ORD-045,2025-08-02,4,4.0,0.0,0,0,False,0,0
176,Ryan Elliott,lindsay19@example.com,"PSC 6031, Box 0929
APO AP 58763",10226,SKU-ONP-009-S,ORD-779,2025-08-03,1,17.0,0.0,1,0,False,0,0
177,David Montes,robertlewis@example.com,"420 Lopez Extensions
North Kristina, VI 90549",35448,SKU-ACC-013-L,ORD-778,2025-08-26,4,17.0,0.0,0,0,False,0,0
178,Sherry Sanchez,xkaufman@example.net,"46788 Odom Lights
East David, VI 93107",62499,SKU-TOP-014-S,ORD-120,2025-08-12,1,7.0,-5.0,0,0,False,0,0
179,Amy Gray,victoria98@example.net,"6825 Brittany Fork
Brittneymouth, VI 52265",30273,SKU-TOP-012-S,ORD-995,2025-08-10,4,7.0,2.0,1,0,False,0,0
180,Eileen Moyer,williampearson@example.org,"3449 Miller Branch
Gonzaleztown, NH 52234",84870,SKU-ONP-003-S,ORD-860,2025-08-11,5,6.0,-7.0,0,0,False,0,0
181,Linda Bishop,qharding@example.org,"519 Richardson Inlet Apt. 009
Kellerburgh, NC 43444",16633,SKU-TOP-012-M,ORD-947,2025-08-03,1,30.0,2.0,1,0,False,0,0
182,Jake Hill,justin38@example.net,"USS Thomas
FPO AA 49449",15566,SKU-ONP-002-S,ORD-374,2025-08-16,5,3.0,0.0,0,0,False,0,1
183,Charles Anthony,rebeccawells@example.net,"5945 Renee Village Suite 405
Lake Reginaldhaven, PR 80776",93728,SKU-BTM-004-S,ORD-793,2025-08-21,3,22.0,3.0,0,0,False,0,0
184,Alicia Harvey,floydgeorge@example.com,"068 Sanders Ridges Suite 174
Petershire, SD 66970",81643,SKU-BTM-016-M,ORD-002,2025-08-02,4,8.0,-1.0,1,0,False,0,0
185,Jennifer Harper,yfrederick@example.com,"843 Reyes Rapid
Elizabethbury, TX 46274",14954,SKU-ACC-015-L,ORD-041,2025-08-13,3,5.0,0.0,1,0,False,0,0
186,Deborah Barber,lorrainebarber@example.org,"754 Shane Overpass
Thorntonberg, OK 58305",44061,SKU-ACC-013-M,ORD-486,2025-08-11,77,1.0,-7.0,0,0,True,0,0
187,Kevin Webster,hollyjones@example.com,"6892 Marshall Vista Apt. 160
Port John, MN 47945",11279,SKU-TOP-012-L,ORD-184,2025-08-10,1,30.0,7.0,0,0,False,0,0
188,Kimberly Williams,marshallkimberly@example.net,"45939 Wolf Valley Apt. 155
Angelaview, MD 92165",23657,SKU-ONP-003-S,ORD-005,2025-08-17,5,15.0,0.0,1,0,False,0,0
189,Karen Morgan,mwood@example.net,"943 Jimmy Common
Wilsonport, ME 23657",86823,SKU-ONP-009-M,ORD-552,2025-08-05,3,15.0,4.0,0,0,False,0,0
190,Jonathan Banks,eshaffer@example.org,"87237 Johnston Ranch
West Lisa, KS 79386",81333,SKU-BTM-016-M,ORD-499,2025-08-06,5,11.0,-5.0,1,0,False,0,0
191,Chris Gardner,aaron86@example.net,"908 Martinez Spurs Apt. 351
South Kaylaport, MT 29684",57972,SKU-ACC-010-M,ORD-386,2025-08-23,3,16.0,3.0,0,0,False,0,0
192,Lindsey Reed,xgilbert@example.org,"71597 Aguirre Ranch
Port Jessicachester, GA 56958",87382,SKU-ONP-009-S,ORD-246,2025-08-10,1,1.0,-1.0,1,0,False,0,0
193,Alexandria Arnold,kevin19@example.org,"425 Douglas Crescent
Rogersberg, RI 37058",59769,SKU-TOP-001-L,ORD-292,2025-08-29,1,17.0,3.0,1,0,False,0,0
194,Eric Smith,lisa69@example.net,"607 Rogers Turnpike Suite 535
Smithland, NE 73611",81250,SKU-ACC-010-M,ORD-371,2025-08-21,5,9.0,5.0,1,0,False,0,0
195,Michelle Porter,davisdavid@example.org,"73652 Brown Trail Apt. 530
South Mike, WI 09743",95451,SKU-FOT-017-S,ORD-748,2025-08-22,1,3.0,1.0,1,0,False,0,0
196,Amy Novak Dds,jamieyoung@example.org,"648 Arroyo Isle Apt. 881
Sharonville, SC 52597",93732,SKU-ONP-009-M,ORD-198,2025-08-22,5,23.0,6.0,1,0,False,0,0
197,Deborah Love,louis73@example.net,"96237 Maria Village
Lake Christopher, GA 14569",47312,SKU-ONP-009-L,ORD-419,2025-08-05,2,30.0,0.0,1,0,False,0,0
198,Joshua Edwards,herrerasarah@example.net,"62738 Perez Plains Suite 793
Port Alex, AL 96217",12328,SKU-TOP-012-L,ORD-491,2025-08-23,4,10.0,5.0,0,0,False,0,0
199,Jacob Holmes,amanda61@example.com,"96231 Maria Passage
Smithburgh, MS 63099",50715,SKU-ONP-011-M,ORD-543,2025-08-05,4,19.0,-7.0,0,0,False,0,0
